,AdId,num_faces,face_joylikelihood,face_sorrowLikelihood,face_angerLikelihood,face_surpriseLikelihood,face_description_confidence,landmark_features,labels_description,labels_descriptions_confidence,logo_description,logo_description_confidence,text_descriptions,object_descriptions,object_descriptions_confidence,isAdult,isSpoof,isMedical,isViolence,isRacy
224,A03_03,0,[],[],[],[],[],[],"['Text', 'Font', 'Line']","[0.9811861515045166, 0.8616248369216919, 0.8339628577232361]",[],[],"['Baby Products - frombabieswithlove.org\nAd www.frombabieswithlove.org/Baby Products 0333 254 6518\nBuy Gorgeous Baby Clothes & 100% of the Profit Goes to Babies in Need!\nFree gift bag and card. Free card with all orders\n100% Profit to Charity - Read Our Full Story - Unisex Baby Clothes - Contact Us\n', 'Baby', 'Products', 'frombabieswithlove', 'org', 'www', 'frombabieswithlove', 'org', 'Baby', 'Products', '0333', '254', '6518', 'Buy', 'Gorgeous', 'Baby', 'Clothes', '100', 'the', 'Profit', 'Goes', 'Babies', 'Need', 'Free', 'gift', 'bag', 'and', 'card', 'Free', 'card', 'with', 'all', 'orders', '100', 'Profit', 'Charity', 'Read', 'Our', 'Full', 'Story', 'Unisex', 'Baby', 'Clothes', 'Contact']",[],[],VERY_UNLIKELY,VERY_UNLIKELY,UNLIKELY,VERY_UNLIKELY,VERY_UNLIKELY
225,A03_01,0,[],[],[],[],[],[],"['Text', 'Font', 'Line']","[0.983372688293457, 0.9032638669013977, 0.8827715516090393]",[],[],"['Unique Baby Bedding\nAd www.zulily.co.uk/\nUp to 70% Off on Unique Baby Bedding Shop Now!\nNew Events Every Day. Apparel, Home & More - New Deals Every Day\nNursery Furniture & Decor - Baby Girl Clothes - Strollers - Diaper Bags\n', 'Unique', 'Baby', 'Bedding', 'www', 'zulily', 'Off', 'Unique', 'Baby', 'Bedding', 'Shop', 'Now', 'New', 'Events', 'Every', 'Day', 'Apparel', 'Home', 'More', 'New', 'Deals', 'Every', 'Day', 'Nursery', 'Furniture', 'Decor', 'Baby', 'Girl', 'Clothes', 'Strollers', 'Diaper', 'Bags']",[],[],VERY_UNLIKELY,VERY_UNLIKELY,UNLIKELY,VERY_UNLIKELY,VERY_UNLIKELY
226,A12_08,0,[],[],[],[],[],[],"['Logo', 'Font', 'Circle', 'Graphics', 'Brand', 'Icon']","[0.8766822814941406, 0.804016649723053, 0.740898847579956, 0.6635181903839111, 0.565345048904419, 0.5057898163795471]",['888casino'],[0.9477291107177734],"['888\ncasino\n888 Casino 27 Apr 2015\nYouffer\nFree\n', '888', 'casino', '888', 'Casino', 'Apr', '2015', 'Youffer', 'Free']",['Ball'],[0.560249924659729],VERY_UNLIKELY,VERY_UNLIKELY,UNLIKELY,VERY_UNLIKELY,VERY_UNLIKELY
227,A12_09,0,[],[],[],[],[],[],"['Logo', 'Yellow', 'Text', 'Font', 'Brand', 'Graphics']","[0.9002968072891235, 0.8820182085037231, 0.8524878621101379, 0.8195118308067322, 0.71742182970047, 0.6515349745750427]",['Betfair'],[0.8626770973205566],"['betfair\nBetfair Predicts 10 Apr 2015\nBetfair Predicts\nFree\n', 'betfair', 'Betfair', 'Predicts', 'Apr', '2015', 'Betfair', 'Predicts', 'Free']",[],[],VERY_UNLIKELY,VERY_UNLIKELY,UNLIKELY,VERY_UNLIKELY,VERY_UNLIKELY
228,A12_14,0,[],[],[],[],[],[],"['Text', 'Font', 'Rectangle']","[0.9243778586387634, 0.7825835347175598, 0.5338103175163269]",[],[],"['20 FREE SPINS\n+ 100% up to \xc2\xa3500 and 60 extra FREE spins\nwith your 1st deposit\nCLAIM NOW >\nA 100% Safe & Secure\n', 'FREE', 'SPINS', '100', '\xc2\xa3500', 'and', 'extra', 'FREE', 'spins', 'with', 'your', '1st', 'deposit', 'CLAIM', 'NOW', '100', 'Safe', 'Secure']",['Packaged goods'],[0.5542138814926147],VERY_UNLIKELY,VERY_UNLIKELY,POSSIBLE,VERY_UNLIKELY,VERY_UNLIKELY
229,A12_15,3,"['VERY_UNLIKELY', 'VERY_UNLIKELY', 'VERY_UNLIKELY']","['VERY_UNLIKELY', 'VERY_UNLIKELY', 'VERY_UNLIKELY']","['VERY_UNLIKELY', 'VERY_UNLIKELY', 'VERY_UNLIKELY']","['VERY_UNLIKELY', 'VERY_UNLIKELY', 'VERY_UNLIKELY']","[0.8718761801719666, 0.7054856419563293, 0.8639482855796814]",[],"['Player', 'Team', 'Team sport', 'Sports fan accessory', 'Competition event', 'Jersey']","[0.7887057662010193, 0.6414350867271423, 0.6023474931716919, 0.5732720494270325, 0.5694236755371094, 0.5452457666397095]",[],[],"[""BET \xc2\xa35 GET\n\xc2\xa320 FREE\nWE'RE MAKING\nBETTING BETTER\nEmira\nJOIN NOW >\nNo\nCS APPLY\n"", 'BET', 'GET', '\xc2\xa320', 'FREE', 'MAKING', 'BETTING', 'BETTER', 'Emira', 'JOIN', 'NOW', 'APPLY']","['Person', 'Person', 'Person', 'Top', 'Pants', 'Top', 'Clothing']","[0.9156475067138672, 0.8718369007110596, 0.8701971769332886, 0.7065810561180115, 0.6252260804176331, 0.555171549320221, 0.5327462553977966]",VERY_UNLIKELY,VERY_UNLIKELY,UNLIKELY,UNLIKELY,UNLIKELY
230,A12_12,0,[],[],[],[],[],[],"['Games', 'Recreation', 'Snack']","[0.7938646674156189, 0.5942989587783813, 0.5040188431739807]",[],[],"['CASINO\nROULETTE\nENJOY\nCASINO ACTION\nFROM THE COMFORT\nOF YOUR HOME\nClick To Play\n24KTGOLDCASINO.COM\n', 'CASINO', 'ROULETTE', 'ENJOY', 'CASINO', 'ACTION', 'FROM', 'THE', 'COMFORT', 'YOUR', 'HOME', 'Click', 'Play', '24KTGOLDCASINO', 'COM']",['Watch'],[0.72384113073349],UNLIKELY,VERY_UNLIKELY,UNLIKELY,UNLIKELY,UNLIKELY
231,A12_13,0,[],[],[],[],[],['Lokrum'],"['Text', 'Font']","[0.9121394753456116, 0.8616248369216919]",['Sportsbet.com.au'],[0.9184975624084473],"[""sportsbet\n.com.au\nOUR BIGGEST EVER\nFREE BET OFFER\n$650\nWe'll match your first bet up to $650*\nMelbourne Cup: If your horse finishes 2nd, 3rd or\n4th, we'll refund your bet!\n"", 'sportsbet', 'com', 'OUR', 'BIGGEST', 'EVER', 'FREE', 'BET', 'OFFER', '650', 'match', 'your', 'first', 'bet', '650', 'Melbourne', 'Cup', 'your', 'horse', 'finishes', '2nd', '3rd', '4th', 'refund', 'your', 'bet']",[],[],VERY_UNLIKELY,UNLIKELY,UNLIKELY,VERY_UNLIKELY,VERY_UNLIKELY
232,A12_11,0,[],[],[],[],[],[],"['Games', 'Font', 'Poker', 'Recreation']","[0.8965503573417664, 0.6857237815856934, 0.6587114334106445, 0.5942989587783813]",['National Bus Company'],[0.6084743738174438],"['CASINO.com\n.com\nThe Only Place to Play\n132 15 19 4 212\nFREE CASINO GAMES\n***\n> PLAY NOW!<\nPLAY NOW!<33\n', 'CASINO', 'com', 'com', 'The', 'Only', 'Place', 'Play', '132', '212', 'FREE', 'CASINO', 'GAMES', 'PLAY', 'NOW', 'PLAY', 'NOW']",['Packaged goods'],[0.6482857465744019],VERY_UNLIKELY,VERY_UNLIKELY,UNLIKELY,VERY_UNLIKELY,VERY_UNLIKELY
233,A12_10,0,[],[],[],[],[],[],"['Games', 'Logo', 'Soccer ball']","[0.6903212666511536, 0.624750554561615, 0.5203016996383667]",[],[],"['WORLD SERIES\nPOKER\nWorld Series of Poker - WSOP Texas\nHoldem 19 Nov 2013\nPlaytika\nFree\n', 'WORLD', 'SERIES', 'POKER', 'World', 'Series', 'Poker', 'WSOP', 'Texas', 'Holdem', 'Nov', '2013', 'Playtika', 'Free']",['Hat'],[0.5230481624603271],VERY_UNLIKELY,VERY_UNLIKELY,VERY_UNLIKELY,VERY_UNLIKELY,VERY_UNLIKELY
234,A12_04,0,[],[],[],[],[],[],"['Text', 'Font', 'Line', 'Logo']","[0.9776284098625183, 0.8908471465110779, 0.843008279800415, 0.5080958604812622]",[],[],"['Play Casino Room\xe2\x84\xa2 Games - casinoroom.com\nAd www.casinoroom.com/\nGet \xc2\xa3500 Offer + 80 Free Spins. Play Favourite Games. 100% Secure!\n', 'Play', 'Casino', 'Room\xe2\x84\xa2', 'Games', 'casinoroom', 'com', 'www', 'casinoroom', 'com', 'Get', '\xc2\xa3500', 'Offer', 'Free', 'Spins', 'Play', 'Favourite', 'Games', '100', 'Secure']",[],[],VERY_UNLIKELY,VERY_UNLIKELY,UNLIKELY,VERY_UNLIKELY,VERY_UNLIKELY
235,A12_05,0,[],[],[],[],[],[],"['Text', 'Font', 'Line']","[0.9837900996208191, 0.9168663620948792, 0.876616895198822]",[],[],"['Brand New Uk SlotWebsite - joinhugeslots.com\nAd www.joinhugeslots.com/\nHuge 100% Unlimited First Load Plus 10% Daily Reloads\n', 'Brand', 'New', 'SlotWebsite', 'joinhugeslots', 'com', 'www', 'joinhugeslots', 'com', 'Huge', '100', 'Unlimited', 'First', 'Load', 'Plus', 'Daily', 'Reloads']",[],[],VERY_UNLIKELY,VERY_UNLIKELY,UNLIKELY,VERY_UNLIKELY,VERY_UNLIKELY
236,A12_07,0,[],[],[],[],[],[],"['Logo', 'Text', 'Brand', 'Font', 'Graphics']","[0.9082068800926208, 0.8811547756195068, 0.7755325436592102, 0.749562680721283, 0.6548482179641724]",['William Hill'],[0.8626257181167603],"['NEW\nWilliam\nHILL\nWilliam Hill - Updated Version 23 Mar 2015\nMelanie Michaels\nFree\n', 'NEW', 'William', 'HILL', 'William', 'Hill', 'Updated', 'Version', 'Mar', '2015', 'Melanie', 'Michaels', 'Free']",['Poster'],[0.594743549823761],VERY_UNLIKELY,VERY_UNLIKELY,UNLIKELY,VERY_UNLIKELY,VERY_UNLIKELY
237,A12_06,0,[],[],[],[],[],[],"['Logo', 'Brand', 'Graphics', 'Font']","[0.9552353024482727, 0.7379598617553711, 0.727037787437439, 0.6857237815856934]",[],[],"['.net\nPokerStars.net Poker 27 Sep 2012\nRational Intellectual Holdings Limited\nFree\n', 'net', 'PokerStars', 'net', 'Poker', 'Sep', '2012', 'Rational', 'Intellectual', 'Holdings', 'Limited', 'Free']",[],[],VERY_UNLIKELY,VERY_UNLIKELY,UNLIKELY,VERY_UNLIKELY,UNLIKELY
238,A12_02,0,[],[],[],[],[],[],"['Text', 'Font', 'Line', 'Logo', 'Brand', 'Graphics']","[0.9770219326019287, 0.8955276608467102, 0.8226431012153625, 0.6888015866279602, 0.565345048904419, 0.5036579966545105]",[],[],"['Best UK Slots Site\nwww.joingoldslots.com/\nHuge 100% Unlimited First Load\nPlus 10% Daily Reloads\n', 'Best', 'Slots', 'Site', 'www', 'joingoldslots', 'com', 'Huge', '100', 'Unlimited', 'First', 'Load', 'Plus', 'Daily', 'Reloads']",[],[],VERY_UNLIKELY,VERY_UNLIKELY,UNLIKELY,VERY_UNLIKELY,VERY_UNLIKELY
239,A12_03,0,[],[],[],[],[],[],"['Text', 'Font', 'Line', 'Logo']","[0.977508544921875, 0.8790220022201538, 0.8339628577232361, 0.5327439308166504]",[],[],"['Big Fish Casino Online\nwww.bigfishgames.com/casino\n4.1 ttttt advertiser rating\nSlots, Blackjack, Poker & Roulette.\nNew Players Get 100,000 Free Chips!\n', 'Big', 'Fish', 'Casino', 'Online', 'www', 'bigfishgames', 'com', 'casino', 'ttttt', 'advertiser', 'rating', 'Slots', 'Blackjack', 'Poker', 'Roulette', 'New', 'Players', 'Get', '100', '000', 'Free', 'Chips']",[],[],VERY_UNLIKELY,VERY_UNLIKELY,UNLIKELY,VERY_UNLIKELY,VERY_UNLIKELY
240,A12_01,0,[],[],[],[],[],[],"['Text', 'Font', 'Line']","[0.9824385643005371, 0.8996278643608093, 0.8537460565567017]",[],[],"['Play & Win on the Go\nwww.casinoplanet.mobi/\n100+ mobile friendly casinos\nto play anytime and anywhere\n', 'Play', 'Win', 'the', 'www', 'casinoplanet', 'mobi', '100', 'mobile', 'friendly', 'casinos', 'play', 'anytime', 'and', 'anywhere']",[],[],VERY_UNLIKELY,UNLIKELY,UNLIKELY,UNLIKELY,VERY_UNLIKELY
241,A02_08,0,[],[],[],[],[],[],"['Font', 'Technology', 'Electronic device', 'Headset']","[0.804016649723053, 0.6757805347442627, 0.6098915934562683, 0.5134366154670715]",[],[],"['More options available\nBLACK+DECKER PAD1200 Auto\nFlexi Car Vacuum,12 V\nby BLACK+DECKER\n\xc2\xa341.29 \xc2\xa343.82 Prime\nGet it by Saturday, Aug 22\nMore buying choices\n\xc2\xa338.95 new (15 offers)\n\xc2\xa332.00 used (2 offers)\nEligible for FREE UK Delivery\n', 'More', 'options', 'available', 'BLACK', 'DECKER', 'PAD1200', 'Auto', 'Flexi', 'Car', 'Vacuum', 'BLACK', 'DECKER', '\xc2\xa341', '\xc2\xa343', 'Prime', 'Get', 'Saturday', 'Aug', 'More', 'buying', 'choices', '\xc2\xa338', 'new', 'offers', '\xc2\xa332', 'used', 'offers', 'Eligible', 'for', 'FREE', 'Delivery']",[],[],VERY_UNLIKELY,UNLIKELY,VERY_UNLIKELY,VERY_UNLIKELY,VERY_UNLIKELY
242,A02_09,0,[],[],[],[],[],[],"['Text', 'Font', 'Logo', 'Graphics']","[0.8692919611930847, 0.8195118308067322, 0.7055539488792419, 0.5036579966545105]",['Volkswagen'],[0.9750005602836609],"['Right Shine Auto Lighting\nWTF53257436546 Illuminated Glow\nLED Badge Light Emblem 11cm X\n11cm Blue\nby Right Shine Auto Lighting\n\xc2\xa323.99 + \xc2\xa31.08 delivery\nOnly 3 left in stock - order soon.\n', 'Right', 'Shine', 'Auto', 'Lighting', 'WTF53257436546', 'Illuminated', 'Glow', 'LED', 'Badge', 'Light', 'Emblem', '11cm', '11cm', 'Blue', 'Right', 'Shine', 'Auto', 'Lighting', '\xc2\xa323', 'delivery', 'Only', 'left', 'stock', 'order', 'soon']",[],[],VERY_UNLIKELY,UNLIKELY,UNLIKELY,VERY_UNLIKELY,VERY_UNLIKELY
243,A02_14,0,[],[],[],[],[],[],"['Luxury vehicle', 'Vehicle', 'Personal luxury car', 'Car', 'Bumper', 'Bmw', 'Executive car', 'Automotive exterior', 'Rim', 'Wheel']","[0.9740362763404846, 0.963193953037262, 0.9550856351852417, 0.9440270662307739, 0.9367462396621704, 0.9016454815864563, 0.8999226093292236, 0.8954607248306274, 0.8939558863639832, 0.8664827942848206]",['BMW'],[0.9651912450790405],"[""TCC 219\nGET WHAT YOU PAY FOR. AND MORE.\nHere's a BMW Economics Question for you a BMW 318 Sports Plus Saloon comes with an extra 2.930 worth of\ncument including Dakota her upholstery 18 oy wheels Bluetooth which you only pay 560 for, how soon\nwill you get to your local BMW Dolor bmw.co.uk to find out more? BMW Economics\n"", 'TCC', '219', 'GET', 'WHAT', 'YOU', 'PAY', 'FOR', 'AND', 'MORE', 'Here', 'BMW', 'Economics', 'Question', 'for', 'you', 'BMW', '318', 'Sports', 'Plus', 'Saloon', 'comes', 'with', 'extra', '930', 'worth', 'cument', 'including', 'Dakota', 'her', 'upholstery', 'wheels', 'Bluetooth', 'which', 'you', 'only', 'pay', '560', 'for', 'how', 'soon', 'will', 'you', 'get', 'your', 'local', 'BMW', 'Dolor', 'bmw', 'find', 'out', 'more', 'BMW', 'Economics']","['Wheel', 'Car']","[0.9256447553634644, 0.8832593560218811]",VERY_UNLIKELY,VERY_UNLIKELY,VERY_UNLIKELY,VERY_UNLIKELY,VERY_UNLIKELY
244,A02_15,0,[],[],[],[],[],[],"['Motor vehicle', 'Vehicle', 'Car', 'Hatchback', 'Subcompact car', 'Hot hatch', 'Bumper', 'Renault clio renault sport', 'Compact car', 'City car']","[0.9743772745132446, 0.963193953037262, 0.932481050491333, 0.8224513530731201, 0.7841823697090149, 0.7647743225097656, 0.6843474507331848, 0.6604286432266235, 0.6582570672035217, 0.6469552516937256]","['Renault', 'Renault']","[0.9719043970108032, 0.9459384679794312]","[""MIDLANDS\nRENAULT PARTS\nSpecialists in new and used Renault parts\nBONNETS\nBUMPERS\nWINGS\nHEADLIGHTS\nENGINE'S\nECU KITS\nGEARBOX\nDRIVE SHAFT\nINTERIOR\nMIRROR\nAIRBAGS\nand much more\nDay\nUnit 3 Port Hope Road, Birmingham, B11 IJS\nTel: 07429 190 144 - 07475 117 236\nmidlandsrenaultparts@gmail.com\n"", 'MIDLANDS', 'RENAULT', 'PARTS', 'Specialists', 'new', 'and', 'used', 'Renault', 'parts', 'BONNETS', 'BUMPERS', 'WINGS', 'HEADLIGHTS', 'ENGINE', 'ECU', 'KITS', 'GEARBOX', 'DRIVE', 'SHAFT', 'INTERIOR', 'MIRROR', 'AIRBAGS', 'and', 'much', 'more', 'Day', 'Unit', 'Port', 'Hope', 'Road', 'Birmingham', 'B11', 'IJS', 'Tel', '07429', '190', '144', '07475', '117', '236', 'midlandsrenaultparts', 'gmail', 'com']",['Car'],[0.9126468896865845],VERY_UNLIKELY,VERY_UNLIKELY,UNLIKELY,VERY_UNLIKELY,VERY_UNLIKELY
245,A02_12,0,[],[],[],[],[],[],"['Land vehicle', 'Vehicle', 'Car', 'Bumper', 'Automotive exterior', 'Personal luxury car', 'Automotive fog light', 'Rim', 'Grille', 'Auto part']","[0.9961627125740051, 0.9903031587600708, 0.9870125651359558, 0.9435046911239624, 0.9298663139343262, 0.782623291015625, 0.776606559753418, 0.708760678768158, 0.7068684697151184, 0.6821197867393494]",[],[],"['RAVENI\nTRUCK & AUTO ACCESSORIES\nWe have it all for work\nand play.\nAuthorized\nLEER\nDistributor\nMultiple Raven locations across Alberta & BC!\n1-866-RAVEN4U (728-3648)\n5535 3 Avenue \xe2\x80\xa2 Edson\nwww.raventruckstuff.com 780-723-4717\n', 'RAVENI', 'TRUCK', 'AUTO', 'ACCESSORIES', 'have', 'all', 'for', 'work', 'and', 'play', 'Authorized', 'LEER', 'Distributor', 'Multiple', 'Raven', 'locations', 'across', 'Alberta', '866', 'RAVEN4U', '728', '3648', '5535', 'Avenue', 'Edson', 'www', 'raventruckstuff', 'com', '780', '723', '4717']","['Tire', 'Car', 'Tire']","[0.8563889861106873, 0.6541455388069153, 0.5055334568023682]",VERY_UNLIKELY,VERY_UNLIKELY,VERY_UNLIKELY,VERY_UNLIKELY,VERY_UNLIKELY
246,A02_13,0,[],[],[],[],[],['Appleton Estate'],['Wheel'],[0.5251690745353699],[],[],"['ACCESSO\nORIES LTD\nMAC AUS\nMAC\nAUTO ACCESSORIES\n""Redefining your Ride""\nKENWOOD OMEGA\nHotline: 0767 120 111|0715 000 890, P.O Box 33816, Dsm\nShekilango Road, Sinza - Mori\nEmail: info@macautoaccessories.co.tz\nf Mac Auto Accessories\nve \xc3\x96MacAuto Accessories wide\ndefine & Pimp\ne Redefine\n', 'ACCESSO', 'ORIES', 'LTD', 'MAC', 'AUS', 'MAC', 'AUTO', 'ACCESSORIES', 'Redefining', 'your', 'Ride', 'KENWOOD', 'OMEGA', 'Hotline', '0767', '120', '111', '0715', '000', '890', 'Box', '33816', 'Dsm', 'Shekilango', 'Road', 'Sinza', 'Mori', 'Email', 'info', 'macautoaccessories', 'Mac', 'Auto', 'Accessories', '\xc3\x96MacAuto', 'Accessories', 'wide', 'define', 'Pimp', 'Redefine']","['Watch', 'Watch', 'Camera lens', 'Camera lens', 'Camera lens', 'Camera lens']","[0.6529730558395386, 0.6465505361557007, 0.5738207697868347, 0.5591447949409485, 0.5465678572654724, 0.5226181745529175]",VERY_UNLIKELY,VERY_UNLIKELY,VERY_UNLIKELY,VERY_UNLIKELY,VERY_UNLIKELY
247,A02_11,0,[],[],[],[],[],[],"['Land vehicle', 'Vehicle', 'Car', 'Motor vehicle', 'City car', 'Fiat 500', 'Fiat 500', 'Mode of transport', 'Fiat', 'Hatchback']","[0.9961627125740051, 0.9903031587600708, 0.9870125651359558, 0.9811444282531738, 0.9735281467437744, 0.9092451930046082, 0.8977319002151489, 0.8081701397895813, 0.7761619091033936, 0.7627596855163574]",['Fiat Automobiles'],[0.7055712938308716],"[""Jeff just got bigger\nby getting smaller.\nAnnouncing Jeff's newest franchise...\nTest Drive\nyours today at the\narea's exclusive\nFiat Dealership!\nFind us online at\nGoJeff Auto.com\nor call us at\n610.269.9500\nThe 38 MPG\nFiat 500\nStarting from $15,500*.\nJeff D'Ambrosio\nAUTO GROUP\n1221E. Lancaster Ave. Downingtown, PA\nplus destination fee tax&tas\n"", 'Jeff', 'just', 'got', 'bigger', 'getting', 'smaller', 'Announcing', 'Jeff', 'newest', 'franchise', 'Test', 'Drive', 'yours', 'today', 'the', 'area', 'exclusive', 'Fiat', 'Dealership', 'Find', 'online', 'GoJeff', 'Auto', 'com', 'call', '610', '269', '9500', 'The', 'MPG', 'Fiat', '500', 'Starting', 'from', '500', 'Jeff', 'Ambrosio', 'AUTO', 'GROUP', '1221E', 'Lancaster', 'Ave', 'Downingtown', 'plus', 'destination', 'fee', 'tax', 'tas']","['Wheel', 'Wheel']","[0.8826162815093994, 0.8548473119735718]",VERY_UNLIKELY,VERY_UNLIKELY,VERY_UNLIKELY,VERY_UNLIKELY,VERY_UNLIKELY
248,A02_10,0,[],[],[],[],[],[],"['Text', 'Font', 'Technology', 'Logo', 'Brand']","[0.8692919611930847, 0.6857237815856934, 0.6757805347442627, 0.5870729088783264, 0.5202584266662598]",['Land Rover'],[0.6737622022628784],"['CAMER LAND ROVER\nTLC Auto Accessories SBP Seat\nBelt Pads\nby TLC Auto Accessories\n\xc2\xa36.95 Prime\nGet it by Saturday, Aug 22\nMore buying choices\n\xc2\xa36.95 new (4 offers)\nEligible for FREE UK Delivery\n', 'CAMER', 'LAND', 'ROVER', 'TLC', 'Auto', 'Accessories', 'SBP', 'Seat', 'Belt', 'Pads', 'TLC', 'Auto', 'Accessories', 'Prime', 'Get', 'Saturday', 'Aug', 'More', 'buying', 'choices', 'new', 'offers', 'Eligible', 'for', 'FREE', 'Delivery']",[],[],VERY_UNLIKELY,UNLIKELY,VERY_UNLIKELY,VERY_UNLIKELY,VERY_UNLIKELY
249,A02_04,0,[],[],[],[],[],[],"['Text', 'Font', 'Line']","[0.9837900996208191, 0.9108359217643738, 0.8504695296287537]",[],[],"['Cheapest Car Parts Online\nwww.euro-car.parts/\nAll Parts In Stock 85% Off RRP\nFree Next Day Nationwide Delivery\n', 'Cheapest', 'Car', 'Parts', 'Online', 'www', 'euro', 'car', 'parts', 'All', 'Parts', 'Stock', 'Off', 'RRP', 'Free', 'Next', 'Day', 'Nationwide', 'Delivery']",[],[],VERY_UNLIKELY,VERY_UNLIKELY,UNLIKELY,VERY_UNLIKELY,VERY_UNLIKELY
250,A02_05,0,[],[],[],[],[],[],"['Text', 'Font', 'Line']","[0.9805497527122498, 0.8790220022201538, 0.8690993189811707]",[],[],"['Car Spares - Quick & Easy - Up To 50% Off Car Parts Online\nAd www.eurocarparts.com/Car-Parts 020 3474 0500\n4.7 **** rating for eurocarparts.com\nFree UK Delivery - Order Now\nEurocarparts has 250 followers on Google+\nClick & Collect Today - Need Help? Contact Us Now - 7 Million Parts In Stock\n', 'Car', 'Spares', 'Quick', 'Easy', 'Off', 'Car', 'Parts', 'Online', 'www', 'eurocarparts', 'com', 'Car', 'Parts', '020', '3474', '0500', 'rating', 'for', 'eurocarparts', 'com', 'Free', 'Delivery', 'Order', 'Now', 'Eurocarparts', 'has', '250', 'followers', 'Google', 'Click', 'Collect', 'Today', 'Need', 'Help', 'Contact', 'Now', 'Million', 'Parts', 'Stock']",[],[],VERY_UNLIKELY,VERY_UNLIKELY,UNLIKELY,VERY_UNLIKELY,VERY_UNLIKELY
251,A02_07,0,[],[],[],[],[],[],"['Product', 'Font', 'Auto part', 'Cylinder']","[0.9252941012382507, 0.749562680721283, 0.6117739677429199, 0.6069381833076477]",[],[],"['Accessotech Portable In Car Led\nLight Black Cigarette Ashtray Holder\nSmoke Accessory Auto\nby Accessotech\n\xc2\xa34.99 + \xc2\xa31.99 delivery\n', 'Accessotech', 'Portable', 'Car', 'Led', 'Light', 'Black', 'Cigarette', 'Ashtray', 'Holder', 'Smoke', 'Accessory', 'Auto', 'Accessotech', 'delivery']","['Packaged goods', 'Packaged goods']","[0.6091222763061523, 0.5160148739814758]",VERY_UNLIKELY,VERY_UNLIKELY,UNLIKELY,VERY_UNLIKELY,VERY_UNLIKELY
252,A02_06,0,[],[],[],[],[],[],"['Technology', 'Electronic device', 'Font']","[0.7457471489906311, 0.7443055510520935, 0.6857237815856934]",[],[],"['EECE\nSponsored\nCar Charger, EleckeyTM 2.1A Dual\nUSB Port Car Charger Portable\nTravel Charger Rapid Car Charger\nAuto Adapter for...\nby Eleckey\n\xc2\xa37.99 \xc2\xa315.99 Prime\nGet it by Saturday, Aug 22\n', 'EECE', 'Sponsored', 'Car', 'Charger', 'EleckeyTM', 'Dual', 'USB', 'Port', 'Car', 'Charger', 'Portable', 'Travel', 'Charger', 'Rapid', 'Car', 'Charger', 'Auto', 'Adapter', 'for', 'Eleckey', '\xc2\xa315', 'Prime', 'Get', 'Saturday', 'Aug']",[],[],VERY_UNLIKELY,VERY_UNLIKELY,VERY_UNLIKELY,VERY_UNLIKELY,VERY_UNLIKELY
253,A02_02,0,[],[],[],[],[],[],"['Text', 'Font', 'Line', 'Logo', 'Brand']","[0.983268678188324, 0.9146023392677307, 0.8827715516090393, 0.5327439308166504, 0.5202584266662598]",[],[],"['Automotive Accessories\nwww.ebay.co.uk/\nAutomotive Accessories on eBay for less.\nFind great deals on eBay.\n', 'Automotive', 'Accessories', 'www', 'ebay', 'Automotive', 'Accessories', 'eBay', 'for', 'less', 'Find', 'great', 'deals', 'eBay']",[],[],VERY_UNLIKELY,VERY_UNLIKELY,UNLIKELY,VERY_UNLIKELY,VERY_UNLIKELY
254,A02_03,0,[],[],[],[],[],[],"['Text', 'Font', 'Line']","[0.9782176613807678, 0.8823639750480652, 0.7984547019004822]",[],[],"['Accessories For Car\nwww.amazon.co.uk/automotive\nFind Accessories For Car.\nFree UK Delivery on Eligible Orders\n', 'Accessories', 'For', 'Car', 'www', 'amazon', 'automotive', 'Find', 'Accessories', 'For', 'Car', 'Free', 'Delivery', 'Eligible', 'Orders']",[],[],VERY_UNLIKELY,VERY_UNLIKELY,UNLIKELY,VERY_UNLIKELY,VERY_UNLIKELY
255,A02_01,0,[],[],[],[],[],[],"['Text', 'Font', 'Line']","[0.9757483601570129, 0.8557851910591125, 0.828646183013916]",[],[],"['Cheap Cheap Car Parts Online\nAd www.eurocarparts.com/Car-Parts\n4.7**** rating for eurocarparts.com\nUp To 50% Off Car Parts Online Free UK Delivery - Order Now\nEurocarparts has 248 followers on Google+\nNo Hidden Costs - 132,000 Unique Parts - Need Help? Contact Us Now\n', 'Cheap', 'Cheap', 'Car', 'Parts', 'Online', 'www', 'eurocarparts', 'com', 'Car', 'Parts', 'rating', 'for', 'eurocarparts', 'com', 'Off', 'Car', 'Parts', 'Online', 'Free', 'Delivery', 'Order', 'Now', 'Eurocarparts', 'has', '248', 'followers', 'Google', 'Hidden', 'Costs', '132', '000', 'Unique', 'Parts', 'Need', 'Help', 'Contact', 'Now']",[],[],VERY_UNLIKELY,VERY_UNLIKELY,UNLIKELY,VERY_UNLIKELY,VERY_UNLIKELY
